episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
277, -6996.223640143871, 2, 5.315562145999138, 256, 227752,                                             227752, 0.0, 10177.619140625
278, 451.0309120416641, 4, 10.340040409000721, 536, 228288,                                             228288, 0.0, 8806.7646484375
279, 560.2946160435677, 4, 10.72471523799868, 548, 228836,                                             228836, 0.0, 9162.1748046875
280, 673.1186118125916, 4, 10.335170473001199, 551, 229387,                                             229387, 0.0, 10914.5
281, 890.1795814037323, 4, 10.726485130999208, 562, 229949,                                             229949, 0.0, 10881.1845703125
282, 3771.9356697797775, 1, 3.7245455989996117, 191, 230140,                                             230140, 0.0, 11292.24609375
283, 4161.922492146492, 1, 8.316682564000075, 422, 230562,                                             230562, 0.0, 12256.41015625
284, -4384.778822235181, 3, 5.7330574770003295, 291, 230853,                                             230853, 0.0, 9732.36328125
285, 4172.501134246588, 1, 9.727932114001305, 491, 231344,                                             231344, 0.0, 10467.462890625
286, 274.03927859903706, 4, 10.347758041998532, 524, 231868,                                             231868, 0.0, 13438.267578125
287, -126.42679042043164, 4, 10.727780511000674, 531, 232399,                                             232399, 0.0, 11139.625
288, 640.4475556612015, 4, 10.336588539999866, 542, 232941,                                             232941, 0.0, 11568.09765625
289, 934.0449888706207, 4, 10.538045852001233, 531, 233472,                                             233472, 0.0, 9790.6708984375
290, 407.85970295919105, 4, 10.538721106000594, 529, 234001,                                             234001, 0.0, 10639.2490234375
291, 304.10485097800847, 4, 10.726311989999886, 538, 234539,                                             234539, 0.0, 11266.658203125
292, 281.96677722316235, 4, 10.340526054998918, 529, 235068,                                             235068, 0.0, 10406.3203125
293, 595.1640792489052, 4, 10.538480409999465, 548, 235616,                                             235616, 0.0, 9341.4091796875
294, 296.4419273044914, 4, 10.724186501998702, 535, 236151,                                             236151, 0.0, 9694.1416015625
295, -40.82421975430043, 4, 9.728827565999381, 492, 236643,                                             236643, 0.0, 10074.4677734375
296, 556.7069010734558, 4, 10.536032424999576, 536, 237179,                                             237179, 0.0, 11302.6767578125
297, 338.3061527684331, 4, 10.726108888000454, 536, 237715,                                             237715, 0.0, 11996.1064453125
298, -624.6282693147659, 4, 9.926714503999392, 494, 238209,                                             238209, 0.0, 10471.45703125
299, 3916.3116388320923, 1, 4.724063947000104, 244, 238453,                                             238453, 0.0, 11219.8896484375
300, 88.3959221469704, 4, 10.323146116999851, 514, 238967,                                             238967, 0.0, 13354.5380859375
301, 738.6875853538513, 4, 10.26557180599957, 535, 239502,                                             239502, 0.0, 12025.498046875
302, 450.2199686989188, 4, 10.724855426000431, 538, 240040,                                             240040, 0.0, 11094.5693359375
303, 4138.713818192482, 1, 6.93206049499895, 353, 240393,                                             240393, 0.0, 10544.0478515625
304, -282.2230989683885, 4, 10.322210678999909, 521, 240914,                                             240914, 0.0, 11625.10546875
305, -2.2747087101452053, 4, 9.740177783000036, 502, 241416,                                             241416, 0.0, 10897.271484375
306, 863.340073466301, 4, 10.540883736999604, 531, 241947,                                             241947, 0.0, 12769.5810546875
307, -81.13772494357545, 4, 10.54246489400066, 535, 242482,                                             242482, 0.0, 11783.3984375
308, -334.5092790933559, 4, 10.723785992999183, 543, 243025,                                             243025, 0.0, 11490.2373046875
309, 943.7158814668655, 4, 10.338813631999074, 524, 243549,                                             243549, 0.0, 11707.6962890625
310, 893.748162150383, 4, 10.73040358199978, 540, 244089,                                             244089, 0.0, 10894.861328125
311, 489.56363663077354, 4, 9.739739098999053, 485, 244574,                                             244574, 0.0, 12013.154296875
312, 3517.836783915758, 1, 0.7180786760000046, 30, 244604,                                             244604, 0.0, 12391.2333984375
313, 324.333132091444, 4, 10.526767608002046, 529, 245133,                                             245133, 0.0, 10776.1640625
314, 20.50075554382056, 4, 9.72987052100143, 493, 245626,                                             245626, 0.0, 10980.05859375
315, 476.9531437009573, 4, 9.744325482999557, 488, 246114,                                             246114, 0.0, 14472.1298828125
316, -171.0246978716459, 4, 10.72240556199904, 527, 246641,                                             246641, 0.0, 14374.6650390625
317, 3785.31212079525, 1, 2.920428064000589, 149, 246790,                                             246790, 0.0, 11362.6064453125
318, 136.58329553436488, 4, 10.121047566997731, 500, 247290,                                             247290, 0.0, 12098.197265625
319, 193.42859667976154, 4, 10.339236053001514, 527, 247817,                                             247817, 0.0, 12203.578125
320, 306.4682980531361, 4, 10.540648055997735, 531, 248348,                                             248348, 0.0, 13303.0859375
321, 3502.0947829075158, 1, 0.7174853950018587, 30, 248378,                                             248378, 0.0, 13422.3876953125
322, -208.49881721881684, 4, 10.529572775998531, 529, 248907,                                             248907, 0.0, 11908.2958984375
323, 108.8935478561325, 4, 10.344222791001812, 520, 249427,                                             249427, 0.0, 12691.0107421875
324, 745.1352812051773, 4, 10.72573909300263, 533, 249960,                                             249960, 0.0, 12322.8642578125
325, 135.32448394596577, 4, 9.927734657001565, 482, 250442,                                             250442, 0.0, 13723.9521484375
326, 3876.4769047498703, 1, 5.5333427940022375, 275, 250717,                                             250717, 0.0, 13282.0888671875
327, 287.23304569348693, 4, 10.527634965998004, 524, 251241,                                             251241, 0.0, 13789.25390625
328, 363.9820104399696, 4, 10.336718787999416, 511, 251752,                                             251752, 0.0, 14840.640625
329, 275.49490847461857, 4, 10.539273702997889, 525, 252277,                                             252277, 0.0, 12226.6396484375
330, 3979.629432976246, 1, 6.516066314001364, 320, 252597,                                             252597, 0.0, 11313.3408203125
331, -136.9463223941857, 4, 9.54299509699922, 477, 253074,                                             253074, 0.0, 15429.2490234375
332, 100.03088801476406, 4, 10.540818086999934, 531, 253605,                                             253605, 0.0, 11210.1103515625
333, 465.2488065860234, 4, 10.731073103997915, 526, 254131,                                             254131, 0.0, 13812.712890625
334, 596.3358390629292, 4, 10.339243321999675, 516, 254647,                                             254647, 0.0, 11664.875
335, 487.8733351677656, 4, 10.729338559001917, 529, 255176,                                             255176, 0.0, 16341.8056640625
336, 140.4188142879866, 4, 9.743495018999965, 489, 255665,                                             255665, 0.0, 17323.8984375
337, 810.3835573792458, 4, 10.541037863000383, 532, 256197,                                             256197, 0.0, 14369.828125
338, 216.04853795305826, 4, 10.547435904998565, 531, 256728,                                             256728, 0.0, 14362.9228515625
339, 3505.3300026757643, 1, 0.7224424270025338, 30, 256758,                                             256758, 0.0, 15256.9150390625
340, -12.93143594032881, 4, 10.530861731000186, 522, 257280,                                             257280, 0.0, 13119.8916015625
341, 752.6252524256706, 4, 10.340777046996664, 517, 257797,                                             257797, 0.0, 14280.576171875
342, 381.68906205531675, 4, 10.548460570000316, 523, 258320,                                             258320, 0.0, 15356.587890625
343, 3495.6239658134, 1, 0.9009459209992201, 30, 258350,                                             258350, 0.0, 11619.3369140625
344, 3700.3732513189316, 1, 2.7242238799990446, 129, 258479,                                             258479, 0.0, 17218.708984375
345, -3734.372394559672, 2, 9.525507808000839, 478, 258957,                                             258957, 0.0, 14477.1845703125
346, -26.590661720896605, 4, 9.725126918998285, 491, 259448,                                             259448, 0.0, 12673.4130859375
347, 137.36492234328762, 4, 9.9213473589989, 479, 259927,                                             259927, 0.0, 15451.9248046875
348, 285.71910746226786, 4, 10.3419158100005, 524, 260451,                                             260451, 0.0, 15007.8515625
349, 146.7741187668289, 4, 10.726181898000505, 533, 260984,                                             260984, 0.0, 18459.49609375
350, 3875.18866109848, 1, 4.33343234700078, 213, 261197,                                             261197, 0.0, 14562.6259765625
351, 333.4504915997386, 4, 10.121727132998785, 497, 261694,                                             261694, 0.0, 20936.244140625
352, -3456.8926216214895, 2, 9.341057532001287, 476, 262170,                                             262170, 0.0, 20788.55859375
353, 490.7384226806462, 4, 10.541816845998255, 521, 262691,                                             262691, 0.0, 16293.544921875
354, -124.97277998243226, 4, 10.539547315001982, 527, 263218,                                             263218, 0.0, 12235.177734375
355, 374.8931347937323, 4, 10.5400607340016, 531, 263749,                                             263749, 0.0, 15371.470703125
356, -21.366388870053925, 4, 10.54665793300228, 537, 264286,                                             264286, 0.0, 15585.263671875
357, 179.09750898601487, 4, 10.721488709001278, 547, 264833,                                             264833, 0.0, 28567.796875
358, 3580.9652128219604, 1, 0.9041771100019105, 30, 264863,                                             264863, 0.0, 13195.5751953125
359, -286.2322182357311, 4, 10.144976671999757, 516, 265379,                                             265379, 0.0, 17169.84765625
360, 1009.8968433141708, 4, 10.731114703001367, 537, 265916,                                             265916, 0.0, 28549.6875
361, 790.8177627921104, 4, 10.340495930999168, 525, 266441,                                             266441, 0.0, 20211.287109375
362, -278.8837635894306, 4, 10.546526852998795, 546, 266987,                                             266987, 0.0, 19810.9453125
363, 260.6560908134561, 4, 10.9244524679998, 542, 267529,                                             267529, 0.0, 19939.380859375
364, 694.4186007976532, 4, 10.334941118002462, 527, 268056,                                             268056, 0.0, 21507.76171875
365, 3528.5023196935654, 1, 0.9015687129976868, 30, 268086,                                             268086, 0.0, 21923.490234375
366, 500.9279872287734, 4, 10.140345824998803, 511, 268597,                                             268597, 0.0, 27784.0234375
367, -169.21351056778803, 4, 10.53840338900045, 531, 269128,                                             269128, 0.0, 20838.791015625
368, 642.0261227190495, 4, 10.728287887999613, 533, 269661,                                             269661, 0.0, 19289.7734375
369, 320.1005184352398, 4, 9.926611090999359, 489, 270150,                                             270150, 0.0, 16999.30859375
370, 153.09457741631195, 4, 9.74351440400278, 498, 270648,                                             270648, 0.0, 23002.341796875
371, 205.4658786810469, 4, 10.72544117200232, 536, 271184,                                             271184, 0.0, 27103.505859375
372, 3567.667773246765, 1, 0.7212401299984776, 30, 271214,                                             271214, 0.0, 15276.6298828125
373, 3743.071578502655, 1, 3.3068119099989417, 157, 271371,                                             271371, 0.0, 16524.966796875
374, 27.986400746100117, 4, 9.745929632998013, 491, 271862,                                             271862, 0.0, 24083.765625
375, 193.37749409116805, 4, 10.541195697998774, 545, 272407,                                             272407, 0.0, 18462.46484375
376, 3667.985903739929, 1, 1.9215035060005903, 94, 272501,                                             272501, 0.0, 43560.90234375
377, 129.71598753053695, 4, 10.322362830000202, 512, 273013,                                             273013, 0.0, 21706.56640625
378, 60.75868770561647, 4, 9.920259129001352, 494, 273507,                                             273507, 0.0, 21602.685546875
379, 585.1640592813492, 4, 9.725374213998293, 492, 273999,                                             273999, 0.0, 26410.62109375
380, 318.51402229460655, 4, 10.338678404998063, 529, 274528,                                             274528, 0.0, 18318.037109375
381, 613.223176240921, 4, 10.926374376002059, 537, 275065,                                             275065, 0.0, 23811.21484375
382, -80.99033791891998, 4, 9.744727942997997, 441, 275506,                                             275506, 0.0, 20325.703125
383, -97.51909512304701, 4, 10.727293810999981, 531, 276037,                                             276037, 0.0, 26766.634765625
384, -420.03026244044304, 4, 9.54390629000045, 499, 276536,                                             276536, 0.0, 26852.103515625
385, 3595.441591024399, 1, 0.713852565997513, 30, 276566,                                             276566, 0.0, 21671.552734375
386, -280.06153110507876, 4, 10.726254077999329, 537, 277103,                                             277103, 0.0, 21911.50390625
387, -88.9556132882135, 4, 9.737284094000643, 490, 277593,                                             277593, 0.0, 29781.259765625
388, 4138.503211379051, 1, 7.919123667998065, 398, 277991,                                             277991, 0.0, 40227.36328125
389, -236.9513711053878, 4, 10.141997211998387, 519, 278510,                                             278510, 0.0, 25697.78125
390, 612.5596609413624, 4, 10.538315530000546, 537, 279047,                                             279047, 0.0, 19100.998046875
391, 472.3195037723053, 4, 10.727765557003295, 539, 279586,                                             279586, 0.0, 18661.892578125
392, 844.8941549062729, 4, 10.338178350000817, 531, 280117,                                             280117, 0.0, 22618.552734375
393, 3844.7594981193542, 1, 3.922407046000444, 204, 280321,                                             280321, 0.0, 17872.4140625
394, -129.59922421315423, 4, 10.321047466000891, 518, 280839,                                             280839, 0.0, 18229.939453125
395, -278.2813727648463, 4, 9.73775807399943, 498, 281337,                                             281337, 0.0, 18709.7890625
396, -225.89075691037579, 4, 10.72446975999992, 544, 281881,                                             281881, 0.0, 14999.5078125
397, 4060.2790930867195, 1, 6.729440605999116, 346, 282227,                                             282227, 0.0, 18174.451171875
398, -42.40368153905729, 4, 10.327379289999953, 514, 282741,                                             282741, 0.0, 21158.3984375
399, -163.63816324155778, 4, 9.929173373002413, 488, 283229,                                             283229, 0.0, 18123.826171875
400, 476.59772558230907, 4, 10.336935051000182, 524, 283753,                                             283753, 0.0, 21437.900390625
401, -87.29284333251417, 4, 10.723819225997431, 531, 284284,                                             284284, 0.0, 27808.71875
402, -27.286109779495746, 4, 9.741330165001273, 495, 284779,                                             284779, 0.0, 16150.5478515625
403, -48.334738054167246, 4, 10.723640994001471, 522, 285301,                                             285301, 0.0, 20183.3828125
404, -161.35445975419134, 4, 10.531611440997949, 523, 285824,                                             285824, 0.0, 21937.857421875
405, 679.7083194851875, 4, 10.338734602999466, 520, 286344,                                             286344, 0.0, 17579.765625
406, -96.81981635570992, 4, 10.725100583000312, 529, 286873,                                             286873, 0.0, 19435.580078125
407, 70.007221287, 4, 10.345742514997255, 510, 287383,                                             287383, 0.0, 23457.4609375
408, -3301.4219675851054, 2, 9.539911832001962, 491, 287874,                                             287874, 0.0, 15070.8349609375
409, 4070.4874054193497, 1, 6.929745431996707, 342, 288216,                                             288216, 0.0, 21916.93359375
410, 88.75814092333167, 4, 10.326695493000443, 519, 288735,                                             288735, 0.0, 19464.2890625
411, 3734.743692576885, 1, 4.117608948999987, 193, 288928,                                             288928, 0.0, 21841.873046875
412, -263.2398387622088, 4, 9.925170267000794, 494, 289422,                                             289422, 0.0, 16853.0234375
413, 94.53144952072762, 4, 9.744034503997682, 495, 289917,                                             289917, 0.0, 15323.115234375
414, -122.21679900267918, 4, 10.531727875997603, 528, 290445,                                             290445, 0.0, 22457.3828125
415, 214.76213949196972, 4, 9.73062579499674, 483, 290928,                                             290928, 0.0, 19896.33984375
416, 91.42859983572271, 4, 9.726486805000604, 487, 291415,                                             291415, 0.0, 52361.24609375
417, 90.2044543963857, 4, 10.53801585200199, 530, 291945,                                             291945, 0.0, 29002.677734375
418, 3494.3054030509666, 1, 0.721557158001815, 30, 291975,                                             291975, 0.0, 17187.103515625
419, 65.7886032606475, 4, 10.526126251003006, 517, 292492,                                             292492, 0.0, 30357.185546875
420, 280.55626722493616, 4, 10.338005986999633, 522, 293014,                                             293014, 0.0, 21277.4375
421, -94.58934512891574, 4, 10.545371102001809, 532, 293546,                                             293546, 0.0, 21482.9296875
422, 3547.0909135341644, 1, 0.9009240529994713, 30, 293576,                                             293576, 0.0, 23242.51953125
423, 433.5930936723016, 4, 10.141141684001923, 515, 294091,                                             294091, 0.0, 23844.01171875
424, 851.1285782456398, 4, 10.540156158000173, 527, 294618,                                             294618, 0.0, 25277.5546875
425, 344.21205871971324, 4, 10.723539771002834, 541, 295159,                                             295159, 0.0, 21041.09375
426, -250.2645179349929, 4, 9.924531840999407, 499, 295658,                                             295658, 0.0, 25516.234375
427, 400.6321727386676, 4, 10.336804812999617, 523, 296181,                                             296181, 0.0, 27177.0859375
428, 89.4216466867365, 4, 10.72459657500076, 541, 296722,                                             296722, 0.0, 39926.48046875
429, -79.6214282438159, 4, 9.928797781001776, 499, 297221,                                             297221, 0.0, 18275.478515625
430, 3504.6653807086404, 1, 0.7133145610023348, 30, 297251,                                             297251, 0.0, 22371.892578125
431, 3789.0800663232803, 1, 3.304585636000411, 154, 297405,                                             297405, 0.0, 19939.033203125
432, -2400.192745409906, 4, 10.329308210999443, 536, 297941,                                             297941, 0.0, 33953.59765625
433, 763.5072489380836, 4, 10.540264748000482, 531, 298472,                                             298472, 0.0, 24196.76953125
434, 3586.5682964188745, 1, 8.937485817001289, 467, 298939,                                             298939, 0.0, 18435.689453125
435, -1.7401077769463882, 4, 10.125446557001851, 512, 299451,                                             299451, 0.0, 29614.091796875
436, 3512.323981285095, 1, 0.7156677200000559, 30, 299481,                                             299481, 0.0, 11378.9052734375
437, 177.34260496334173, 4, 10.52230812400012, 526, 300007,                                             300007, 0.0, 25825.037109375
438, 334.840177744627, 4, 9.929284241999994, 493, 300500,                                             300500, 0.0, 31499.72265625
439, 338.5296544805169, 4, 10.336483619001228, 524, 301024,                                             301024, 0.0, 19409.966796875
440, 3860.8721203804016, 1, 4.511947953000345, 213, 301237,                                             301237, 0.0, 63247.12109375
441, 562.4495196640491, 4, 9.54281496800104, 487, 301724,                                             301724, 0.0, 20996.345703125
442, 257.2171682836488, 4, 10.542687974000728, 540, 302264,                                             302264, 0.0, 31461.021484375
443, 251.55856156066147, 4, 10.727030123998702, 537, 302801,                                             302801, 0.0, 26514.361328125
444, 512.4987063258886, 4, 9.737524891999783, 485, 303286,                                             303286, 0.0, 19546.421875
445, -594.1083623776212, 4, 10.726161007998599, 536, 303822,                                             303822, 0.0, 21904.6328125
446, 254.80365122877993, 4, 9.740807882000809, 492, 304314,                                             304314, 0.0, 28563.27734375
447, 268.6235519590555, 4, 10.539341883002635, 541, 304855,                                             304855, 0.0, 43108.0546875
448, -246.37982127582654, 4, 10.726881198999763, 534, 305389,                                             305389, 0.0, 22255.111328125
449, 183.57060435879976, 4, 9.739043557001423, 499, 305888,                                             305888, 0.0, 24531.078125
450, -90.81625350331888, 4, 10.728025521002564, 531, 306419,                                             306419, 0.0, 18006.2578125
451, 440.3837311640382, 4, 10.33699408100074, 530, 306949,                                             306949, 0.0, 30063.751953125
452, 225.38260186184198, 4, 10.537134359998163, 541, 307490,                                             307490, 0.0, 20699.228515625
453, 3626.356639021542, 1, 5.7130774130018835, 274, 307764,                                             307764, 0.0, 19435.146484375
454, 576.7261842042208, 4, 10.343632333999267, 530, 308294,                                             308294, 0.0, 36863.83203125
455, 3554.014968395233, 1, 1.1023531909995654, 45, 308339,                                             308339, 0.0, 24133.2421875
456, 503.58180281333625, 4, 9.930621106999752, 516, 308855,                                             308855, 0.0, 30556.77734375
457, 53.87466523004696, 4, 10.543270869999105, 535, 309390,                                             309390, 0.0, 31906.88671875
458, 3960.571914970875, 1, 6.127639184000145, 306, 309696,                                             309696, 0.0, 20461.87890625
459, -1177.3153343502054, 4, 10.12056282499907, 508, 310204,                                             310204, 0.0, 37603.625
460, -152.745390586555, 4, 10.33981976600262, 529, 310733,                                             310733, 0.0, 36672.7890625
461, 971.9818975925446, 4, 10.731260866999946, 535, 311268,                                             311268, 0.0, 31328.787109375
462, 3799.574092566967, 1, 3.7218816870008595, 181, 311449,                                             311449, 0.0, 24582.701171875
463, 277.19195946492255, 4, 10.32486821600105, 524, 311973,                                             311973, 0.0, 43808.5390625
464, -364.55867639184, 4, 9.738007484000264, 489, 312462,                                             312462, 0.0, 33705.53515625
465, 734.4049904346466, 4, 10.726056280000194, 537, 312999,                                             312999, 0.0, 20370.98828125
466, -457.30894326703856, 4, 10.340887561000272, 530, 313529,                                             313529, 0.0, 36301.8359375
467, 744.0950878858566, 4, 10.541780698000366, 540, 314069,                                             314069, 0.0, 40026.609375
468, -44.69553347113833, 4, 10.728239457999734, 534, 314603,                                             314603, 0.0, 21168.8828125
469, 3534.0655447244644, 1, 0.7118449700028577, 30, 314633,                                             314633, 0.0, 20703.330078125
470, 146.66626849077875, 4, 10.323942490998888, 511, 315144,                                             315144, 0.0, 21156.541015625
471, 703.9629642367363, 4, 10.33771353100019, 533, 315677,                                             315677, 0.0, 35728.30859375
472, 242.8990892067086, 4, 10.539543107999634, 541, 316218,                                             316218, 0.0, 71356.0234375
473, 445.5440444201231, 4, 10.729275742000027, 538, 316756,                                             316756, 0.0, 31541.62890625
474, 3572.9120078086853, 1, 0.9045591820031404, 30, 316786,                                             316786, 0.0, 10360.697265625
475, -16.886879973346367, 4, 10.340033226999367, 523, 317309,                                             317309, 0.0, 49860.32421875
476, 102.38524874503491, 4, 10.54792254899803, 536, 317845,                                             317845, 0.0, 42877.12890625
477, 587.7286513447762, 4, 10.540730791999522, 529, 318374,                                             318374, 0.0, 35881.3046875
478, 500.25102227926254, 4, 10.541762468998058, 532, 318906,                                             318906, 0.0, 37007.5546875
479, 176.0280437900219, 4, 10.72612961899722, 529, 319435,                                             319435, 0.0, 29241.185546875
480, 5.258577615779359, 4, 9.727988794998964, 488, 319923,                                             319923, 0.0, 61413.9453125
481, 3547.4999965429306, 1, 0.9051446619996568, 30, 319953,                                             319953, 0.0, 26044.306640625
482, -555.7897414335166, 4, 10.146439877000375, 523, 320476,                                             320476, 0.0, 34129.40625
483, 834.1230889558792, 4, 10.725373129997024, 539, 321015,                                             321015, 0.0, 24804.9765625
484, 678.9698170423508, 4, 10.34052161100044, 532, 321547,                                             321547, 0.0, 25859.427734375
485, 3918.406646132469, 1, 4.513302491999639, 215, 321762,                                             321762, 0.0, 24099.568359375
486, 56.35521131398855, 4, 9.928919278998364, 490, 322252,                                             322252, 0.0, 37849.30859375
487, 207.8333846235255, 4, 10.335511026998574, 512, 322764,                                             322764, 0.0, 32029.236328125
488, 3995.92587184906, 1, 8.53753481700187, 435, 323199,                                             323199, 0.0, 34151.73046875
489, -68.78279004013166, 4, 10.727599137000652, 521, 323720,                                             323720, 0.0, 53207.453125
490, 404.8940562434145, 4, 9.74065941400113, 493, 324213,                                             324213, 0.0, 36670.6875
491, -180.76619526557624, 4, 10.539206032000948, 539, 324752,                                             324752, 0.0, 23557.984375
492, -38.25059745210456, 4, 10.722379464001278, 530, 325282,                                             325282, 0.0, 24376.029296875
493, 244.50642191292718, 4, 10.336785532999784, 522, 325804,                                             325804, 0.0, 29041.69140625
494, -31.35049062152393, 4, 10.539638964000915, 509, 326313,                                             326313, 0.0, 23728.08984375
495, 5.2089401531884505, 4, 10.731368832002772, 533, 326846,                                             326846, 0.0, 58251.484375
496, -469.21446617972106, 4, 9.728488553999341, 491, 327337,                                             327337, 0.0, 71064.65625
497, 116.0129547433462, 4, 9.74063128400303, 499, 327836,                                             327836, 0.0, 23257.8828125
498, 574.5043428093195, 4, 10.726951671000279, 540, 328376,                                             328376, 0.0, 22862.533203125
499, 3541.459555745125, 1, 0.719910562998848, 30, 328406,                                             328406, 0.0, 144025.765625
500, 12.30958204343915, 4, 10.72565622300317, 537, 328943,                                             328943, 0.0, 21451.82421875
501, 3854.194434285164, 1, 3.639784895000048, 163, 329106,                                             329106, 0.0, 26155.880859375
502, 373.44678303669207, 4, 9.726435369000683, 487, 329593,                                             329593, 0.0, 26130.28515625
503, -30.20583672495559, 4, 9.926483151000866, 486, 330079,                                             330079, 0.0, 47046.3671875
504, 524.6278340813005, 4, 10.333650185999431, 527, 330606,                                             330606, 0.0, 44392.33984375
505, 838.6707042455673, 4, 10.724802062999515, 529, 331135,                                             331135, 0.0, 25925.943359375
506, -71.68489565839991, 4, 9.929084004998003, 495, 331630,                                             331630, 0.0, 48341.77734375
507, 425.8593021631241, 4, 10.339474700998835, 520, 332150,                                             332150, 0.0, 21580.78125
508, -73.95739019755274, 4, 10.539127498999733, 535, 332685,                                             332685, 0.0, 18347.021484375
509, 162.22178963332408, 4, 10.542461829998501, 538, 333223,                                             333223, 0.0, 30635.931640625
510, 229.09056992037222, 4, 10.542458580002858, 536, 333759,                                             333759, 0.0, 22763.947265625
511, 143.6706762574613, 4, 10.542283487000532, 528, 334287,                                             334287, 0.0, 21646.671875
512, 435.2918902179226, 4, 10.725738600998739, 526, 334813,                                             334813, 0.0, 45689.24609375
513, 164.1557567754644, 4, 9.739924399000301, 487, 335300,                                             335300, 0.0, 31933.02734375
514, -184.34777150431182, 4, 10.344243962998007, 522, 335822,                                             335822, 0.0, 26690.111328125
515, 492.3666741400957, 4, 10.92862425000203, 535, 336357,                                             336357, 0.0, 24527.271484375
516, 227.7064707330428, 4, 10.338474942000175, 514, 336871,                                             336871, 0.0, 21201.025390625
517, 220.01452257030178, 4, 10.545336513998336, 528, 337399,                                             337399, 0.0, 28862.384765625
518, 728.8408781886101, 4, 10.7280467519995, 521, 337920,                                             337920, 0.0, 36068.9765625
519, 168.36981966369785, 4, 9.736936056997365, 480, 338400,                                             338400, 0.0, 23067.951171875
520, 43.993158617726294, 4, 10.546279819998745, 527, 338927,                                             338927, 0.0, 22894.89453125
521, 177.8468651501462, 4, 10.72722689299917, 522, 339449,                                             339449, 0.0, 19149.40625
522, -91.17144088563509, 4, 9.543609126001684, 489, 339938,                                             339938, 0.0, 29153.1484375
523, 1073.7663987874985, 4, 10.726479231998383, 543, 340481,                                             340481, 0.0, 27547.576171875
524, 314.925644621253, 4, 9.740602665999177, 489, 340970,                                             340970, 0.0, 18963.8359375
525, 467.097536444664, 4, 10.544311977999314, 535, 341505,                                             341505, 0.0, 24010.439453125
526, 715.0380052924156, 4, 10.729956660998141, 535, 342040,                                             342040, 0.0, 20197.615234375
527, 46.31611094766413, 4, 10.34068718799972, 509, 342549,                                             342549, 0.0, 17495.162109375
528, 498.5014962106943, 4, 10.544088550002925, 524, 343073,                                             343073, 0.0, 26633.86328125
529, -114.86417956458172, 4, 10.728218975000345, 526, 343599,                                             343599, 0.0, 27734.970703125
530, 273.9070208212361, 4, 10.344965614000103, 513, 344112,                                             344112, 0.0, 21097.55078125
531, 196.67909141208293, 4, 10.727343851001933, 523, 344635,                                             344635, 0.0, 15961.3076171875
532, 266.33082433464006, 4, 10.344454092999513, 507, 345142,                                             345142, 0.0, 16019.556640625
533, 3522.7282697558403, 1, 0.7164881699973193, 30, 345172,                                             345172, 0.0, 11245.6435546875
534, 184.9624247229658, 4, 10.525618315998145, 505, 345677,                                             345677, 0.0, 17822.412109375
535, 380.9863733872771, 4, 10.34057166799903, 521, 346198,                                             346198, 0.0, 19782.7421875
536, 211.7237961126957, 4, 10.536089320001338, 521, 346719,                                             346719, 0.0, 16592.716796875
537, -82.60405320499558, 4, 10.543235630000709, 525, 347244,                                             347244, 0.0, 24160.037109375
538, 3941.9490053653717, 1, 5.313766590999876, 252, 347496,                                             347496, 0.0, 19225.779296875
539, 98.04984329780564, 4, 9.740435170999262, 486, 347982,                                             347982, 0.0, 22903.017578125
540, 630.8440741896629, 4, 10.562812168001983, 524, 348506,                                             348506, 0.0, 18326.884765625
541, 28.944455824646866, 4, 10.724925311002153, 539, 349045,                                             349045, 0.0, 19719.943359375
542, -33.83594329212792, 4, 10.337876460998814, 514, 349559,                                             349559, 0.0, 18184.935546875
543, -2.0101389760384336, 4, 10.730196205997345, 525, 350084,                                             350084, 0.0, 23460.642578125
544, 10.339138823153917, 4, 10.334534116998839, 512, 350596,                                             350596, 0.0, 14862.935546875
545, 118.11093086874462, 4, 10.540695640000195, 505, 351101,                                             351101, 0.0, 18706.0703125
546, 555.4105496723205, 4, 10.726034186001925, 534, 351635,                                             351635, 0.0, 20953.431640625
547, -381.4232747852802, 4, 9.737076104000153, 483, 352118,                                             352118, 0.0, 20611.216796875
548, 577.1755258440971, 4, 10.538068177997047, 528, 352646,                                             352646, 0.0, 21379.939453125
549, -230.01143281068653, 4, 10.720300738001242, 524, 353170,                                             353170, 0.0, 19692.125
550, 372.00899419002235, 4, 10.344603170000482, 519, 353689,                                             353689, 0.0, 20168.783203125
551, 655.4088769257069, 4, 10.725312035996467, 528, 354217,                                             354217, 0.0, 24029.056640625
552, 3631.879711985588, 1, 1.5220536470005754, 76, 354293,                                             354293, 0.0, 14972.01171875
553, 31.094932737993076, 4, 10.928571329000988, 527, 354820,                                             354820, 0.0, 16458.23046875
554, 304.5582892294042, 4, 10.341214882999338, 517, 355337,                                             355337, 0.0, 25004.875
555, 4076.8875144720078, 1, 6.933702600999823, 344, 355681,                                             355681, 0.0, 15806.8193359375
556, 289.12121618539095, 4, 10.127232015998743, 510, 356191,                                             356191, 0.0, 20003.951171875
557, -399.918174803257, 4, 9.74137982100001, 477, 356668,                                             356668, 0.0, 17356.486328125
558, -2.6310183331370354, 4, 10.726958976996684, 505, 357173,                                             357173, 0.0, 20379.01171875
559, 472.9044818878174, 4, 10.335869378999632, 495, 357668,                                             357668, 0.0, 20871.69921875
