episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
843, -279.9133143424988, 4, 10.730061960002786, 536, 480163,                                             480163, 0.0, 18314.12109375
844, 607.8059593439102, 4, 10.341286962997401, 507, 480670,                                             480670, 0.0, 18607.66796875
845, -43.43031218193937, 4, 10.724752664002153, 528, 481198,                                             481198, 0.0, 22468.02734375
846, 438.1604500114918, 4, 10.338233415001014, 513, 481711,                                             481711, 0.0, 17593.3203125
847, -21.579162555513903, 4, 10.724533607000922, 528, 482239,                                             482239, 0.0, 19596.275390625
848, -584.2911711037159, 4, 9.539848505999544, 493, 482732,                                             482732, 0.0, 23311.62890625
849, 1067.6456500291824, 4, 10.542684800002462, 540, 483272,                                             483272, 0.0, 20546.28125
850, 459.94347527623177, 4, 10.725374720001128, 530, 483802,                                             483802, 0.0, 21749.041015625
851, 3569.4968708826345, 1, 2.9241284750023624, 137, 483939,                                             483939, 0.0, 22906.880859375
852, -124.01393439341336, 4, 10.527657798000291, 515, 484454,                                             484454, 0.0, 18473.26953125
853, 400.91224123421125, 4, 10.339218665001681, 516, 484970,                                             484970, 0.0, 18119.83984375
854, 183.64639473555144, 4, 10.53910276500028, 526, 485496,                                             485496, 0.0, 22492.455078125
855, -130.02226228092331, 4, 10.72398993599927, 523, 486019,                                             486019, 0.0, 19640.88671875
856, -170.24326223693788, 4, 9.743686957997852, 479, 486498,                                             486498, 0.0, 19867.14453125
857, 270.8110249006422, 4, 10.542081194002094, 522, 487020,                                             487020, 0.0, 22512.373046875
858, -94.24556428845972, 4, 10.539635044002353, 530, 487550,                                             487550, 0.0, 19112.732421875
859, 594.9172810316086, 4, 10.72488035099741, 532, 488082,                                             488082, 0.0, 18230.83984375
860, 706.785013884306, 4, 10.336600804999762, 518, 488600,                                             488600, 0.0, 19939.6328125
861, 3529.878172159195, 1, 0.9038536539992492, 30, 488630,                                             488630, 0.0, 30976.447265625
862, 644.5744253396988, 4, 10.139813435001997, 517, 489147,                                             489147, 0.0, 20194.2109375
863, 4213.221603989601, 1, 8.322657501998037, 402, 489549,                                             489549, 0.0, 17561.078125
864, 3736.0344414711, 1, 3.1268731860000116, 147, 489696,                                             489696, 0.0, 15478.580078125
865, 117.52751640928909, 4, 10.320348909997847, 506, 490202,                                             490202, 0.0, 19529.669921875
866, 810.2944553494453, 4, 10.3415743450023, 526, 490728,                                             490728, 0.0, 19604.630859375
867, 49.23599340743385, 4, 10.542050509000546, 534, 491262,                                             491262, 0.0, 22484.041015625
868, 22.487672341405414, 4, 10.731332973002282, 530, 491792,                                             491792, 0.0, 24985.029296875
869, 753.5135899782181, 4, 10.33602411800166, 526, 492318,                                             492318, 0.0, 29722.40625
870, 985.3936095237732, 4, 10.726007967001351, 536, 492854,                                             492854, 0.0, 26394.7578125
871, -94.08471774429563, 4, 9.922353745001601, 476, 493330,                                             493330, 0.0, 22103.087890625
872, 3698.4262529611588, 1, 2.909240252000018, 130, 493460,                                             493460, 0.0, 26571.779296875
873, 233.48974528153485, 4, 10.14014357600172, 510, 493970,                                             493970, 0.0, 26153.974609375
874, 206.69744796130544, 4, 10.727122488999157, 539, 494509,                                             494509, 0.0, 25810.388671875
875, 404.41520919755567, 4, 9.74070099799792, 487, 494996,                                             494996, 0.0, 28169.392578125
876, 3529.7798141241074, 1, 0.9011815209996712, 30, 495026,                                             495026, 0.0, 13251.7080078125
877, 49.108920392463915, 4, 10.14073209900016, 516, 495542,                                             495542, 0.0, 22838.05859375
878, 304.6016692830017, 4, 10.540896132999478, 530, 496072,                                             496072, 0.0, 23209.15625
879, -26.608994432142936, 4, 10.72557636000056, 530, 496602,                                             496602, 0.0, 21560.060546875
880, -473.3584813028574, 4, 9.925164363998192, 491, 497093,                                             497093, 0.0, 22330.537109375
881, -150.30398562466144, 4, 9.739689995996741, 484, 497577,                                             497577, 0.0, 26278.533203125
882, 50.36066762637347, 4, 10.719826070002455, 525, 498102,                                             498102, 0.0, 29574.59765625
883, 106.95028009056114, 4, 10.340059581998503, 519, 498621,                                             498621, 0.0, 22183.02734375
884, 624.109478443861, 4, 10.72327872599999, 524, 499145,                                             499145, 0.0, 24758.494140625
885, 146.23656581371324, 4, 10.340811024001596, 521, 499666,                                             499666, 0.0, 23937.978515625
886, 3622.3194330334663, 1, 2.3052012890002516, 104, 499770,                                             499770, 0.0, 24325.384765625
887, 332.1060979596805, 4, 9.925899014997412, 481, 500251,                                             500251, 0.0, 23994.4609375
888, -60.983215843560174, 4, 10.338404543999786, 518, 500769,                                             500769, 0.0, 26723.4140625
889, -209.21457474626368, 4, 10.725283902000228, 527, 501296,                                             501296, 0.0, 19812.521484375
890, 312.83166837040335, 4, 9.737384310999914, 489, 501785,                                             501785, 0.0, 20431.666015625
891, 223.19825963000767, 4, 10.727681854001275, 518, 502303,                                             502303, 0.0, 18432.408203125
892, -282.03747522899357, 4, 9.739459658998385, 480, 502783,                                             502783, 0.0, 22178.99609375
893, 678.5692442059517, 4, 10.542897006002022, 495, 503278,                                             503278, 0.0, 17628.955078125
894, 550.6903479099274, 4, 10.727579790000163, 523, 503801,                                             503801, 0.0, 19554.08984375
895, 287.53356605023146, 4, 9.739728836000722, 480, 504281,                                             504281, 0.0, 18874.966796875
896, -10.632263036677614, 4, 10.538943078001466, 526, 504807,                                             504807, 0.0, 25889.171875
897, 238.92146060595405, 4, 10.536670063000201, 526, 505333,                                             505333, 0.0, 20692.767578125
898, 159.45937438914552, 4, 10.726149232999887, 529, 505862,                                             505862, 0.0, 18461.18359375
899, 368.8477519286098, 4, 10.341213410996716, 516, 506378,                                             506378, 0.0, 18225.482421875
900, 628.4450438320637, 4, 10.545642651999515, 518, 506896,                                             506896, 0.0, 23014.90625
901, 3696.077402830124, 1, 2.745184794999659, 121, 507017,                                             507017, 0.0, 23876.01953125
902, 3776.4133920669556, 1, 3.5322614280012203, 169, 507186,                                             507186, 0.0, 19478.30078125
903, 3805.391193985939, 1, 3.91200801100058, 178, 507364,                                             507364, 0.0, 17338.84375
904, -3679.542298164568, 3, 5.91547308400186, 283, 507647,                                             507647, 0.0, 18552.185546875
905, -401.44550562649965, 4, 9.735164405999967, 485, 508132,                                             508132, 0.0, 22132.2890625
906, 39.30822626367444, 4, 10.728298834997986, 522, 508654,                                             508654, 0.0, 16557.8203125
907, 3565.47083067894, 1, 0.7186031180026475, 30, 508684,                                             508684, 0.0, 22762.369140625
908, 496.18754756450653, 4, 10.725900614001148, 522, 509206,                                             509206, 0.0, 19405.810546875
909, 448.0807358993916, 4, 9.739151243000379, 480, 509686,                                             509686, 0.0, 19986.01953125
910, 801.9312689304352, 4, 10.540567452000687, 518, 510204,                                             510204, 0.0, 19595.671875
911, 194.54245285945944, 4, 10.541638468999736, 521, 510725,                                             510725, 0.0, 17203.30859375
912, 3937.6817343235016, 1, 4.911868049999612, 235, 510960,                                             510960, 0.0, 19798.830078125
913, -4170.455280998722, 2, 7.1375111199995445, 353, 511313,                                             511313, 0.0, 17573.640625
914, 424.6495815431699, 4, 10.541009246000613, 526, 511839,                                             511839, 0.0, 18152.9375
915, 3622.3579499721527, 1, 1.9184953879994282, 90, 511929,                                             511929, 0.0, 15435.5947265625
916, -54.86487207026221, 4, 10.326369721002266, 507, 512436,                                             512436, 0.0, 19707.3046875
917, -41.654631996003445, 4, 9.725813992998155, 479, 512915,                                             512915, 0.0, 21548.91015625
918, -96.07763079103461, 4, 10.538533940998605, 526, 513441,                                             513441, 0.0, 24294.875
919, 831.9030564725399, 4, 10.732829706998018, 520, 513961,                                             513961, 0.0, 20305.8671875
920, 4024.1429131031036, 1, 6.528672136999376, 314, 514275,                                             514275, 0.0, 20280.03515625
921, 440.3427253157133, 4, 10.524876065999706, 508, 514783,                                             514783, 0.0, 21703.947265625
922, -48.47878758702427, 4, 9.737798867001402, 481, 515264,                                             515264, 0.0, 18514.623046875
923, 85.90634543064516, 4, 10.539608872997633, 524, 515788,                                             515788, 0.0, 19319.904296875
924, -280.7128593144007, 4, 10.724285322001379, 530, 516318,                                             516318, 0.0, 20218.58203125
925, 161.01258382946253, 4, 9.539691237001534, 484, 516802,                                             516802, 0.0, 20133.279296875
926, -176.6469102045521, 4, 10.725881220998417, 539, 517341,                                             517341, 0.0, 22008.8046875
927, 694.4465798139572, 4, 10.5339439590025, 535, 517876,                                             517876, 0.0, 22728.96484375
928, 445.9784429371357, 4, 10.7242927590014, 533, 518409,                                             518409, 0.0, 18884.287109375
929, 3519.239194869995, 1, 0.7142281999986153, 30, 518439,                                             518439, 0.0, 16364.9931640625
930, -209.4431843352504, 4, 10.324736817001394, 507, 518946,                                             518946, 0.0, 17582.73046875
931, 513.1864809840918, 4, 10.336111000997334, 517, 519463,                                             519463, 0.0, 18873.0234375
932, 184.42117360504926, 4, 10.725790430002235, 527, 519990,                                             519990, 0.0, 17969.533203125
933, 181.18974431401512, 4, 10.341584115998558, 515, 520505,                                             520505, 0.0, 20912.41015625
934, -324.4595786901191, 4, 10.541792036998231, 528, 521033,                                             521033, 0.0, 20572.927734375
935, 389.6626274883747, 4, 10.722079160997964, 524, 521557,                                             521557, 0.0, 20228.654296875
936, -72.14072119118646, 4, 10.336618651002937, 512, 522069,                                             522069, 0.0, 20990.79296875
937, 447.6539429286495, 4, 10.726162790997478, 527, 522596,                                             522596, 0.0, 20836.50390625
938, 419.8199321627617, 4, 9.724063474001014, 479, 523075,                                             523075, 0.0, 20446.44140625
939, 262.59216282411944, 4, 9.736395808002271, 491, 523566,                                             523566, 0.0, 18049.33984375
940, 644.412471704185, 4, 10.72698423300244, 528, 524094,                                             524094, 0.0, 16065.1875
941, 3566.8465111255646, 1, 0.9044133759998658, 30, 524124,                                             524124, 0.0, 12163.927734375
942, -193.4630073076114, 4, 10.3281906120028, 519, 524643,                                             524643, 0.0, 18169.08984375
943, 220.11139848525636, 4, 9.743276327000785, 494, 525137,                                             525137, 0.0, 19852.798828125
944, -420.247158985585, 4, 10.544740803998138, 522, 525659,                                             525659, 0.0, 17002.775390625
945, 3870.3138571977615, 1, 4.526450657001988, 228, 525887,                                             525887, 0.0, 20756.1953125
946, 143.8890322278894, 4, 10.728089535998151, 519, 526406,                                             526406, 0.0, 17673.943359375
947, 3527.877193033695, 1, 0.7192393519981124, 30, 526436,                                             526436, 0.0, 11985.9150390625
948, 378.50685337232426, 4, 10.127281502998812, 502, 526938,                                             526938, 0.0, 19429.736328125
949, 55.293478118182975, 4, 9.74128043300152, 485, 527423,                                             527423, 0.0, 26066.60546875
950, 3509.742087047547, 1, 0.9024576609990618, 30, 527453,                                             527453, 0.0, 21467.3984375
951, 577.4522490501404, 4, 10.14450615199894, 505, 527958,                                             527958, 0.0, 22162.412109375
952, -42.0531868536782, 4, 10.726530185002048, 526, 528484,                                             528484, 0.0, 23526.966796875
953, 3529.5577045679092, 1, 0.7156286009994801, 30, 528514,                                             528514, 0.0, 10209.73828125
954, -86.17543104663491, 4, 10.32382349099862, 512, 529026,                                             529026, 0.0, 17110.0625
955, 351.0233921594918, 4, 9.736851304998709, 482, 529508,                                             529508, 0.0, 26326.4609375
956, 4219.930596590042, 1, 7.917409022000356, 388, 529896,                                             529896, 0.0, 21471.578125
957, 110.68388742790557, 4, 10.142260757998883, 504, 530400,                                             530400, 0.0, 17246.6484375
958, 192.03106207959354, 4, 10.724536969999463, 521, 530921,                                             530921, 0.0, 22776.673828125
959, -335.9406672153855, 4, 10.333926357001474, 511, 531432,                                             531432, 0.0, 22819.267578125
960, 4241.040211081505, 1, 8.93687339600001, 457, 531889,                                             531889, 0.0, 17832.423828125
961, -2020.2888928025495, 4, 10.325596667000355, 504, 532393,                                             532393, 0.0, 19703.69140625
962, -67.73208035081552, 4, 9.73568209899895, 485, 532878,                                             532878, 0.0, 19566.40625
963, 358.41690066456795, 4, 10.72549267499926, 530, 533408,                                             533408, 0.0, 19953.677734375
964, 3810.585875559831, 1, 8.53815060999841, 425, 533833,                                             533833, 0.0, 22460.7109375
965, 457.611629486084, 4, 9.922980579998693, 482, 534315,                                             534315, 0.0, 18418.326171875
966, -186.04383129708003, 4, 9.743334204002167, 487, 534802,                                             534802, 0.0, 19831.15234375
967, 461.3392974436283, 4, 10.537268381001923, 523, 535325,                                             535325, 0.0, 24097.671875
968, 114.97735943036969, 4, 10.721353853001347, 524, 535849,                                             535849, 0.0, 19776.66015625
969, 108.33122872328386, 4, 9.739546754997718, 480, 536329,                                             536329, 0.0, 19376.69921875
970, 3531.8407309651375, 1, 0.9015933010014123, 30, 536359,                                             536359, 0.0, 112381.8359375
971, -301.24182816955727, 4, 10.328277919001266, 503, 536862,                                             536862, 0.0, 29416.810546875
972, -110.35436801146716, 4, 10.337270603999059, 514, 537376,                                             537376, 0.0, 18753.81640625
973, 177.97146435943432, 4, 10.728582675001235, 523, 537899,                                             537899, 0.0, 19046.796875
974, 231.53743460634723, 4, 9.744065298997157, 479, 538378,                                             538378, 0.0, 23194.5625
975, -161.28255251585506, 4, 10.72283306400277, 524, 538902,                                             538902, 0.0, 22079.60546875
976, 3613.3776121139526, 1, 1.521470848001627, 70, 538972,                                             538972, 0.0, 19864.767578125
977, -206.46833559521474, 4, 10.525709859000926, 516, 539488,                                             539488, 0.0, 24014.93359375
978, -79.54311068140669, 4, 10.529077847000735, 509, 539997,                                             539997, 0.0, 23522.138671875
979, -39.92387940362096, 4, 10.339814740000293, 513, 540510,                                             540510, 0.0, 19817.96875
980, 139.02743546292186, 4, 10.72852886200053, 527, 541037,                                             541037, 0.0, 29449.419921875
981, 3731.9756177663803, 1, 2.722508735001611, 133, 541170,                                             541170, 0.0, 19556.939453125
982, -168.18401917256415, 4, 10.72708536799837, 522, 541692,                                             541692, 0.0, 20618.056640625
983, 103.11774743528804, 4, 10.340478100999462, 515, 542207,                                             542207, 0.0, 19793.716796875
984, -79.39392648357898, 4, 10.727464681000129, 524, 542731,                                             542731, 0.0, 20700.107421875
985, 439.62725299596786, 4, 9.926751253002294, 482, 543213,                                             543213, 0.0, 21670.20703125
986, 373.2981669679284, 4, 10.345138610999129, 507, 543720,                                             543720, 0.0, 21603.515625
987, 235.01328401640058, 4, 10.725993429998198, 524, 544244,                                             544244, 0.0, 19726.88671875
988, -195.75952966482146, 4, 9.742752250000194, 474, 544718,                                             544718, 0.0, 20675.205078125
989, 338.34681411937345, 4, 10.546551234998333, 516, 545234,                                             545234, 0.0, 20153.359375
990, 400.8161955922842, 4, 10.541461913999228, 519, 545753,                                             545753, 0.0, 18091.28125
991, 16.425369622200378, 4, 10.730934382001578, 517, 546270,                                             546270, 0.0, 20708.630859375
992, -250.98212170691113, 4, 10.340555194001354, 506, 546776,                                             546776, 0.0, 21959.0625
993, 534.851067095995, 4, 10.72180986499734, 522, 547298,                                             547298, 0.0, 24404.12109375
994, -3766.3414094292093, 2, 9.540426273997582, 475, 547773,                                             547773, 0.0, 26730.146484375
995, 818.5431171655655, 4, 10.538141984001413, 532, 548305,                                             548305, 0.0, 20335.359375
996, 4168.763807177544, 1, 7.3151878229982685, 351, 548656,                                             548656, 0.0, 30081.0078125
997, -326.62932960508624, 4, 9.925700065003184, 472, 549128,                                             549128, 0.0, 20046.001953125
998, 575.1589167118073, 4, 10.33955811800115, 495, 549623,                                             549623, 0.0, 20947.951171875
999, 4185.061782479286, 1, 8.320753961001174, 404, 550027,                                             550027, 0.0, 20018.919921875
1000, 390.7204668163322, 4, 9.74366919699969, 483, 550510,                                             550510, 0.0, 23707.31640625
1001, 24.98655176407192, 4, 10.676171745999454, 520, 551030,                                             551030, 0.0, 30823.876953125
1002, -377.3061452507973, 4, 9.74123541500012, 480, 551510,                                             551510, 0.0, 25597.16796875
1003, -36.81787588249426, 4, 10.72619185500298, 523, 552033,                                             552033, 0.0, 25947.9609375
1004, -417.004797920119, 4, 9.542680610000389, 482, 552515,                                             552515, 0.0, 27382.791015625
1005, 989.9713227748871, 4, 10.926770182002656, 528, 553043,                                             553043, 0.0, 26067.515625
1006, 3710.1445186138153, 1, 2.917927923001116, 138, 553181,                                             553181, 0.0, 23678.345703125
1007, 302.1433067477774, 4, 10.124903393996647, 496, 553677,                                             553677, 0.0, 22921.533203125
1008, 3612.5043292045593, 1, 1.915559019002103, 85, 553762,                                             553762, 0.0, 17209.791015625
1009, 19.504650353454053, 4, 10.127618228998472, 497, 554259,                                             554259, 0.0, 25450.87890625
1010, 3910.7080357670784, 1, 9.523193006996735, 467, 554726,                                             554726, 0.0, 21927.248046875
1011, -1.036396183873876, 4, 9.537597880997055, 478, 555204,                                             555204, 0.0, 29942.326171875
1012, 325.2189122843447, 4, 10.726627862000896, 533, 555737,                                             555737, 0.0, 26237.009765625
1013, 132.92442655866034, 4, 9.735398060001899, 480, 556217,                                             556217, 0.0, 25988.896484375
1014, 28.252349306632823, 4, 10.72708517400315, 521, 556738,                                             556738, 0.0, 26320.73828125
1015, 28.777892976184376, 4, 10.340247184001782, 507, 557245,                                             557245, 0.0, 24081.15234375
1016, 537.6526303305291, 4, 10.538705855000444, 526, 557771,                                             557771, 0.0, 29759.384765625
1017, 70.17756092961645, 4, 10.72366102199885, 515, 558286,                                             558286, 0.0, 27316.94140625
1018, -170.49207263300195, 4, 9.923752295002487, 480, 558766,                                             558766, 0.0, 32399.435546875
1019, 3577.8584039211273, 1, 0.7186822269977711, 30, 558796,                                             558796, 0.0, 23802.724609375
1020, 125.36740066111088, 4, 10.73182344199813, 511, 559307,                                             559307, 0.0, 25933.173828125
1021, 3732.8912044763565, 1, 2.523709952001809, 118, 559425,                                             559425, 0.0, 24267.326171875
1022, -212.16237101056322, 4, 10.931778984999255, 523, 559948,                                             559948, 0.0, 26275.125
1023, -426.8251495063305, 4, 9.74268695900173, 476, 560424,                                             560424, 0.0, 25801.453125
1024, 784.7639667391777, 4, 10.543521613002667, 521, 560945,                                             560945, 0.0, 23900.47265625
1025, 224.59323429770302, 4, 10.721019253000122, 520, 561465,                                             561465, 0.0, 26386.1171875
1026, -106.99831059295684, 4, 9.547526586997265, 477, 561942,                                             561942, 0.0, 23319.962890625
1027, 667.5833079218864, 4, 10.546189684002456, 519, 562461,                                             562461, 0.0, 25324.0546875
1028, 297.22711701947264, 4, 10.929255303999525, 525, 562986,                                             562986, 0.0, 25263.697265625
1029, 522.7177200615406, 4, 10.338878263999504, 478, 563464,                                             563464, 0.0, 32797.7734375
1030, -89.82206695608329, 4, 10.721073780001461, 515, 563979,                                             563979, 0.0, 27518.5078125
1031, -145.27914758987026, 4, 9.927156460998958, 481, 564460,                                             564460, 0.0, 26480.986328125
1032, 3804.2072896957397, 1, 4.728912424001464, 235, 564695,                                             564695, 0.0, 35395.7421875
1033, -1888.0936386568937, 4, 10.72599411400006, 516, 565211,                                             565211, 0.0, 27733.296875
1034, -317.64099416990393, 4, 9.5410916380024, 480, 565691,                                             565691, 0.0, 36987.171875
1035, 435.3263749331236, 4, 10.725232824999694, 535, 566226,                                             566226, 0.0, 27750.09375
1036, 19.198748327515204, 4, 9.741941478998342, 483, 566709,                                             566709, 0.0, 24035.091796875
1037, 133.71622169495095, 4, 10.54478922799899, 515, 567224,                                             567224, 0.0, 29773.3984375
1038, 3851.221892476082, 1, 4.123951746001694, 201, 567425,                                             567425, 0.0, 35073.4453125
1039, 42.82622251356952, 4, 10.126959312001418, 484, 567909,                                             567909, 0.0, 20998.02734375
1040, -158.7279552463442, 4, 9.74299001899999, 479, 568388,                                             568388, 0.0, 31250.259765625
1041, 129.9600181770511, 4, 10.728269577000901, 513, 568901,                                             568901, 0.0, 29892.19140625
1042, 690.9497181773186, 4, 10.340875788999256, 505, 569406,                                             569406, 0.0, 25598.9921875
1043, -26.597310742308764, 4, 10.541823609997664, 516, 569922,                                             569922, 0.0, 38290.57421875
1044, 3514.9425699412823, 1, 0.9041996030027803, 30, 569952,                                             569952, 0.0, 21238.544921875
1045, 207.92266799602658, 4, 10.144308062001073, 494, 570446,                                             570446, 0.0, 23038.298828125
1046, -169.13894950784743, 4, 10.540945922999526, 513, 570959,                                             570959, 0.0, 20824.85546875
1047, 327.2045538900711, 4, 10.545758061001834, 517, 571476,                                             571476, 0.0, 24077.138671875
1048, 413.84728903730866, 4, 10.539382503000525, 514, 571990,                                             571990, 0.0, 19428.4921875
1049, 3501.5887151546776, 1, 0.901698347999627, 30, 572020,                                             572020, 0.0, 23880.966796875
1050, -263.5969146587886, 4, 10.330557765999401, 498, 572518,                                             572518, 0.0, 20727.2421875
1051, 3734.0044772922993, 1, 3.5265238949978084, 174, 572692,                                             572692, 0.0, 21277.388671875
1052, 388.8681621630676, 4, 10.727388883002277, 519, 573211,                                             573211, 0.0, 19039.3203125
1053, 390.8430498947855, 4, 10.339238894997834, 513, 573724,                                             573724, 0.0, 19767.5859375
1054, 411.2711706981063, 4, 10.731148373000906, 522, 574246,                                             574246, 0.0, 18907.400390625
1055, 414.0057306140661, 4, 9.928546699000435, 473, 574719,                                             574719, 0.0, 17212.7265625
1056, -277.1828503116849, 4, 9.928751160998218, 481, 575200,                                             575200, 0.0, 20146.400390625
1057, 229.5449185781181, 4, 9.739984326002741, 478, 575678,                                             575678, 0.0, 18865.513671875
1058, 66.6551204334246, 4, 10.539405106999766, 517, 576195,                                             576195, 0.0, 21700.265625
1059, 3532.835137784481, 1, 0.9019845520015224, 30, 576225,                                             576225, 0.0, 18952.72265625
1060, 123.72608158993535, 4, 10.326656994002406, 501, 576726,                                             576726, 0.0, 22547.453125
1061, 3521.2312029600143, 1, 0.7178935329975502, 30, 576756,                                             576756, 0.0, 15403.5556640625
1062, -135.67721391073428, 4, 10.323250268000265, 497, 577253,                                             577253, 0.0, 17989.677734375
1063, 433.32675141096115, 4, 9.740679174999968, 472, 577725,                                             577725, 0.0, 22976.744140625
1064, 261.9125412424328, 4, 10.726055072002055, 516, 578241,                                             578241, 0.0, 20419.484375
1065, -268.3052087871474, 4, 9.747042991999479, 474, 578715,                                             578715, 0.0, 18299.81640625
1066, 4229.7440222501755, 1, 8.521203899999819, 407, 579122,                                             579122, 0.0, 20421.41015625
1067, -4904.928122742378, 3, 9.52709440900071, 457, 579579,                                             579579, 0.0, 21060.724609375
1068, -434.17963030253304, 4, 9.923857080000744, 467, 580046,                                             580046, 0.0, 19871.970703125
1069, 3622.2376008033752, 1, 1.3285334760003025, 52, 580098,                                             580098, 0.0, 18854.87109375
1070, 110.88807842158712, 4, 10.11842833999981, 489, 580587,                                             580587, 0.0, 17740.482421875
1071, 393.0725349187851, 4, 10.336026228000264, 496, 581083,                                             581083, 0.0, 21241.8515625
1072, 472.7207437157631, 4, 10.725646216000314, 518, 581601,                                             581601, 0.0, 20676.1328125
1073, 558.1719544231892, 4, 10.336791164001625, 504, 582105,                                             582105, 0.0, 19809.30078125
1074, 3622.245784878731, 1, 2.1061715989999357, 84, 582189,                                             582189, 0.0, 28228.9375
1075, 336.1515471711755, 4, 9.940596999000263, 485, 582674,                                             582674, 0.0, 21980.783203125
1076, 27.11355512047885, 4, 10.542545828000584, 518, 583192,                                             583192, 0.0, 20960.58203125
1077, -114.41947525180876, 4, 10.723510468000313, 517, 583709,                                             583709, 0.0, 26726.525390625
1078, 214.2381995873002, 4, 10.338536022998596, 508, 584217,                                             584217, 0.0, 22535.39453125
1079, 317.118266575344, 4, 10.540242046001367, 512, 584729,                                             584729, 0.0, 22404.16796875
1080, 3590.9650638103485, 1, 1.9054162899992662, 83, 584812,                                             584812, 0.0, 22453.4609375
1081, 42.579690366867, 4, 10.14247894899745, 495, 585307,                                             585307, 0.0, 20492.947265625
1082, -133.62224976904233, 4, 10.547284551998018, 517, 585824,                                             585824, 0.0, 19955.275390625
1083, 553.2739872336388, 4, 10.726458883000305, 515, 586339,                                             586339, 0.0, 22913.236328125
1084, 3787.428769350052, 1, 2.5217368039993744, 115, 586454,                                             586454, 0.0, 20796.265625
1085, 253.4374425545102, 4, 9.923885088002862, 472, 586926,                                             586926, 0.0, 20895.931640625
1086, 229.42354821646586, 4, 10.344406042000628, 505, 587431,                                             587431, 0.0, 19781.9375
1087, 3635.955102443695, 1, 1.9204483300018182, 85, 587516,                                             587516, 0.0, 20488.49609375
1088, 4019.240457072854, 1, 10.126067705001333, 488, 588004,                                             588004, 0.0, 27182.568359375
1089, -2207.526463001268, 4, 10.727573488999042, 516, 588520,                                             588520, 0.0, 20673.7109375
1090, -165.58994420664385, 4, 10.339077568998619, 502, 589022,                                             589022, 0.0, 22757.31640625
1091, 194.1303902445361, 4, 10.726315234998765, 512, 589534,                                             589534, 0.0, 27762.5390625
1092, -217.95055227563716, 4, 9.742174958999385, 473, 590007,                                             590007, 0.0, 20579.341796875
1093, 408.68798327445984, 4, 10.726937916999304, 505, 590512,                                             590512, 0.0, 22117.130859375
1094, 3571.218276977539, 1, 0.9033004449993314, 30, 590542,                                             590542, 0.0, 14444.2451171875
1095, 292.3820592435077, 4, 10.345738726999116, 500, 591042,                                             591042, 0.0, 22855.275390625
1096, 25.93862481089309, 4, 10.731071296002483, 510, 591552,                                             591552, 0.0, 18006.703125
1097, 104.73016909467697, 4, 9.74239245499848, 466, 592018,                                             592018, 0.0, 23615.95703125
1098, 450.5619506952353, 4, 10.726220493001165, 506, 592524,                                             592524, 0.0, 19190.046875
1099, 3546.0546647310257, 1, 0.7127066499997454, 30, 592554,                                             592554, 0.0, 20166.98046875
1100, 238.36125723749865, 4, 10.325394752002467, 484, 593038,                                             593038, 0.0, 20620.748046875
1101, -82.19809250999242, 4, 9.819356406002044, 458, 593496,                                             593496, 0.0, 23525.7421875
1102, 233.48347804369405, 4, 10.344892463999713, 502, 593998,                                             593998, 0.0, 17986.931640625
1103, 302.17388109862804, 4, 10.728276961002848, 504, 594502,                                             594502, 0.0, 26217.291015625
1104, 250.65724888583645, 4, 9.930429526000808, 465, 594967,                                             594967, 0.0, 23693.48046875
1105, 34.930449081199185, 4, 10.336437071000546, 506, 595473,                                             595473, 0.0, 23568.373046875
1106, 138.20826867668438, 4, 10.729430739000236, 501, 595974,                                             595974, 0.0, 19293.521484375
1107, 618.1110199987888, 4, 10.3369176649976, 500, 596474,                                             596474, 0.0, 20041.51171875
1108, 4185.564252734184, 1, 7.333535017998656, 359, 596833,                                             596833, 0.0, 20540.654296875
1109, -4167.247878846421, 2, 9.520874370002275, 455, 597288,                                             597288, 0.0, 22197.06640625
1110, 3816.47909784317, 1, 3.9218915279998328, 191, 597479,                                             597479, 0.0, 23638.052734375
1111, -100.06392963282997, 4, 10.125557117997232, 493, 597972,                                             597972, 0.0, 20160.06640625
1112, -137.91580024268478, 4, 9.744183309001528, 470, 598442,                                             598442, 0.0, 22267.943359375
1113, 191.79531425982714, 4, 10.724229259001731, 507, 598949,                                             598949, 0.0, 22525.04296875
1114, 3503.862613480538, 1, 0.7142709809995722, 30, 598979,                                             598979, 0.0, 17637.103515625
1115, -217.75593894394115, 4, 10.140390087999549, 486, 599465,                                             599465, 0.0, 26670.111328125
1116, 637.4133164286613, 4, 10.726110064999375, 505, 599970,                                             599970, 0.0, 24096.083984375
1117, 408.42440257116687, 4, 10.355158942998969, 495, 600465,                                             600465, 0.0, 22186.626953125
1118, 36.61857740301639, 4, 10.543744270002207, 503, 600968,                                             600968, 0.0, 23381.080078125
1119, 494.41613768960815, 4, 10.541789096001594, 513, 601481,                                             601481, 0.0, 18974.69140625
1120, 3645.6508773565292, 1, 2.3041014739974344, 96, 601577,                                             601577, 0.0, 15016.5966796875
1121, 301.58600326627493, 4, 9.73903784200229, 474, 602051,                                             602051, 0.0, 24114.50390625
1122, 759.1063487529755, 4, 10.543703440001991, 507, 602558,                                             602558, 0.0, 22668.142578125
1123, 35.26486954651773, 4, 10.547512484001345, 509, 603067,                                             603067, 0.0, 21045.982421875
